-0.12	-0.09	-0.06	-0.01	0.05
0.02	0.01	-0.02	0.00	0.04
-0.02	-0.01	-0.05	-0.01	0.06
-0.06	-0.06	-0.11	-0.08	-0.03
-0.09	-0.13	-0.18	-0.15	-0.11
