-0.12	-0.11	-0.09	-0.01	0.04
0.04	0.02	-0.02	0.02	0.02
0.00	-0.00	-0.05	0.01	0.04
-0.08	-0.07	-0.11	-0.02	0.01
-0.07	-0.13	-0.21	-0.16	-0.16
