-0.09	-0.09	-0.07	0.02	0.05
0.10	0.05	0.00	0.04	0.04
0.04	0.03	-0.03	0.04	0.06
-0.02	-0.06	-0.11	-0.04	-0.02
-0.02	-0.09	-0.18	-0.13	-0.14
