 -0.12	-0.11	-0.08	-0.00	0.06
0.07	0.02	-0.02	0.01	0.02
0.01	-0.00	-0.04	0.01	0.04
-0.05	-0.06	-0.10	-0.03	0.01
-0.05	-0.13	-0.21	-0.17	-0.16
