-0.11	-0.10	-0.07	0.00	0.06
0.09	0.04	-0.01	0.02	0.03
0.02	0.01	-0.04	0.02	0.06
-0.04	-0.05	-0.10	-0.03	0.00
-0.04	-0.12	-0.20	-0.16	-0.16
