-0.11	-0.10	-0.07	0.01	0.05
0.11	0.05	-0.00	0.04	0.02
0.03	0.02	-0.03	0.03	0.06
-0.03	-0.04	-0.10	-0.03	-0.01
-0.03	-0.11	-0.19	-0.15	-0.15
