-0.18	-0.10	-0.10	-0.15	-0.07
-0.08	-0.13	-0.08	-0.20	0.02
-0.09	-0.10	-0.12	-0.17	-0.12
-0.04	-0.14	-0.14	-0.15	-0.05
-0.20	-0.33	-0.30	-0.26	-0.20
